	average
CLXM390iY77CvtAzxSFbrQ	190.3508771929825
wChNnm9Kir4B1RRio2gxVw	164.4736842105263
HcFKJdthqL4l882U8eN8Hg	165.35087719298247
o_dPk6REa-SPz0RD4J04Zw	193.859649122807
8LFMu4jD2njqbViXZ0iZYw	190.78947368421046
8SDBLTIzBKZaVh8l3QPsig	189.9122807017544
NN-2TIRnkFp-UqynhQTOsw	138.5964912280702
cc6BoFaV5WURoYDC82lF9Q	192.98245614035088
_mkcoMbsYcQqLF_WZaMHhQ	89.47368421052632
Dg9VkLxxuN95K9__sX6zeA	130.84795321637424
KehqRbJyWDLBvjwqG52gQg	89.91228070175438
Ik77rpiNQCFkwWmdKyJ8PQ	90.35087719298244
ikdLkEDRE1vV5oQVPC2f2Q	139.91228070175438
ZXSBjp9X9wfIT2VcMFMIsQ	88.59649122807018
oLyfrIEmKxI-SEysj-Y2jA	190.78947368421046
Ur4u9wfVtacMnYGbo29ZpQ	181.43274853801168
gHi1h9zymLSMWmjqfEF3WQ	139.91228070175438
vVHI7vXHdNRi8Re6tEsP6w	188.5964912280702
owt0p6Z4iZ6ylvbMWIO-qw	165.5701754385965
5Zb18USkiRBfAnLtBon6Qw	85.96491228070175
gy6WvZuQAnUQpMfxP0LyTg	190.3508771929825
GpqESb5K0P8HvzQk9AS4qw	190.78947368421046
IpBlRM29p1yAqXdlaT4Prw	87.28070175438594
L7EklWkSOzSPnhozbVmbcw	164.91228070175438
4tVcD5mDy63PfbKrnOOJrA	191.44736842105263
Wwa1wvUDYgYssIRuSJ4-zA	164.91228070175438
D_Tn8-MDtf8UhNsm-GeU1Q	88.15789473684212
8XKhBL4vNOhfqjeVi-hs9Q	89.47368421052632
Wj7bJvpBZk_PQbdA2_2YgQ	114.03508771929823
Nh3O6QzW2WbOgPo8NIFoYQ	164.4736842105263
kB7O8t_z1cVdH8CbsJ4cqA	138.5964912280702
bYD9_rajM6bomoylupjUww	190.78947368421046
IcFMuuwHCORLaHAbpO0f5g	82.01754385964912
cvaCeWxtqONnXy_VF4Hqjg	192.54385964912282
yCfgnFtmOQijmRzTP3adzw	138.5964912280702
VbFXkrXVPYgV28Ph_Gep2Q	112.71929824561406
mCRJ5z5qJBx7Jt4n118-kw	139.03508771929822
4cMzXG594ayv5jY05SPtFA	164.91228070175438
yhHdcuAwEoMT9SJb82S7KA	89.47368421052632
lR1fTg4899qSbVmFvWh8eQ	190.78947368421046
JU-TMfqRaUSIIGyhdAJvUw	140.13157894736844
vWWAtyKvwC1onk49xXn8uQ	189.03508771929825
ePBB6kz1jlsWju8kLn6o3w	88.59649122807018
mySDXsBhY3u0yI-G2oVDkA	188.5964912280702
_bUPd6o0ebDA9evBehyyug	190.78947368421046
WR20jCVwOl8INp9J2GXwCA	115.35087719298244
7v1nG2ngCLDdR_O5HJx6fA	190.3508771929825
k2ESygLAXFL9bs3iWWPQVw	191.66666666666669
tm3pFeArqGtwbrgkt6oo3w	190.3508771929825
3DTJBRuniGW9vfb50MJgjQ	133.7719298245614
0tC5OOTuwvPGnnqhPCoRSw	167.10526315789474
UvTtantjyrR4YFGKSOoMyA	139.91228070175438
D7PWqSuGxYb2OORtrVnmzQ	189.9122807017544
NpcID-DE8teIre0Yi7Ut-w	164.4736842105263
h6yYukc_lo1W3Tsd_YsaAA	165.78947368421052
RtQOFiaNuSGbxaHOVOkMIA	87.28070175438594
YKkP5Ubob4g6ux7nADpEkw	152.63157894736844
gjvAYtEX0VnMXGTmCY8vWg	189.4736842105263
wTzUea29_64hvLtfVOmILQ	164.91228070175438
YruE5q_OmFo0DfHlJgMGLA	189.9122807017544
698q2zdsA2i9fYN1YhX1Xw	151.31578947368422
ZGoIAIfTuJeR0pwWDRL6sA	148.24561403508773
IIQ_qmYxaFusUnaQoY0XuA	140.3508771929825
rJNDrDLfakSoZSYpeRO1Ng	191.66666666666669
i_5M2_oIgtzLCIXmX7OjvQ	165.78947368421052
FwzVHGd351ZVBc1TaDjbCw	164.4736842105263
71QQpRZpEuXgPNnrN_Q9qQ	190.78947368421046
_lZq_Q6GRKCe2IG1ffbPDg	190.78947368421046
vdjKNwxWL8t6O_SQ96Vvug	85.96491228070175
wFc88erJk878O6SqJ1veAg	164.9122807017544
MfOhLQ6cwczukHEeKfhUzA	190.78947368421046
1y1sH-QB7S2EHghUBpI0sw	191.66666666666669
ek953sv-f1wcKZq4ShmVUA	189.4736842105263
xtoynUfRmTUdwZtzjXEdzw	152.6315789473684
4gk9EUvwWCIMKBQ7psHT6w	114.03508771929823
pMltyeuU4SjT6Y8YVy7HBA	177.19298245614033
BdVgxtDosp8huHxEZ14xsg	114.47368421052632
YrW-xWzFGslcUy9Wf-i1tA	114.47368421052632
umseAovy1L9O1D_oPByprg	189.9122807017544
5SM6kJFkFI2JfIwqRlRp4A	189.4736842105263
hVVQO1RaJPg2JkwP2TkNeg	188.5964912280702
4knHrBX5K2sWyrMUuvpfQQ	165.78947368421052
YN-sGdp5Ui_E8yDnlpcx6A	187.28070175438597
BMmtD4a2uTyFxDJ2qHUbSw	137.71929824561406
BLAqRh-HOnWR9WIWlsLMdA	165.35087719298247
mBEwJXNl_iyhVjxpZyKm0Q	190.1315789473684
JoKxzSvlqAhlsgrzRZTeFA	161.8421052631579
CYaURjrC4_d6-yBnFhVGjQ	113.59649122807018
3AsvIawjmX5LoRFg_GYM3w	139.4736842105263
-KlnBpjZYbJIG4vWV-QtIw	88.59649122807018
xBWTtwUd3tFCX5vobs2p7A	164.91228070175438
_w140MYeyPc6I6WDhgysrQ	160.96491228070175
Kgxvv4DFWimTD3DlBhjbmw	162.71929824561403
4tSkJtxOS3IyIKYQ8iktUw	188.15789473684208
dlFgsFKCUtiZEi1ajFj6rA	164.91228070175438
_SW65mmuHNhwXM7Q3mTh1g	178.2894736842105
HJqbdQGUe3Hi1DzA7CH-8A	191.22807017543857
7T40H6Qw2mMODMJ1hsA6fQ	115.35087719298244
qnkNmdUd_tTVXzFYiyV_hg	163.5964912280702
E90PuhX3g79GUQ337wrFEA	90.35087719298244
3U9mZTvyZzaKHHa87JNyzw	190.78947368421046
KdA1kMVm9tzumCPfBma9VQ	189.9122807017544
Y5qWIZBikrbbbxcJUgBHpA	191.66666666666669
66fhOvxYswdANe_9Jw7OeQ	165.35087719298247
WyawAD-luWpqnca4A0ESsQ	89.03508771929825
OuRSDw3XChEPmWaaqsNnYA	114.03508771929823
zLzwkc9DSlwfqWM5j6zTGw	142.10526315789474
JkmlwjuHaUGZreARL6umNg	164.4736842105263
oSUDxTYd0BnXV7cwIMFxNw	112.28070175438594
rAkmZNbSIZgaHQR-7-AkPg	88.59649122807018
NMTpU8xHSoVE-HQUS7260g	164.91228070175438
F8sy4L7RBF_Y-pRoHRPpFQ	165.35087719298247
BlePZDU5DOUSaG7UPmBG8g	189.69298245614033
pqaVh5tinHYoEUZJxxDviw	142.54385964912282
B4kcFRFG3_bsAYqMJqA3tw	139.91228070175438
El1dxNsi6oe5pZiQbIyHeg	90.35087719298244
MjQa3Qgo0VMnfALNIRMYYw	190.78947368421046
TI1y0zsFrzxlbHoONCzBzA	188.15789473684208
KTGjAhL4PlablAgNRD0yXQ	190.78947368421046
JgZ0IZoQPqHTAfzR8vXhdg	189.4736842105263
p0j6wEiNz-OR6cCeM-ShdQ	190.3508771929825
zgNsnwI1KiHwhMaefM7i5A	190.78947368421046
oy3CgSJZOKZkdWTeWCzqSQ	190.78947368421046
JyZBzMv_-7EjmhKjmbW3Jw	191.66666666666669
0fmGIRfy2LRR7N35_ugeDQ	87.71929824561406
fXPwu_pvEAQHfY_G8eW4vg	189.4736842105263
eZZUxt0aNMTg0di_hLBzbA	139.91228070175438
tMLaqIeeao-hIP5hbFuoYw	189.4736842105263
zU5IzkcDkWZSxRiFfwLFMw	163.15789473684208
nbsUH9rx0bZFkro9sA1yqg	164.91228070175438
LrF61DaIWoxesnGfa2502Q	178.28947368421055
8-piwy8F7mtBHoUY6El3zg	113.59649122807018
a-stfMCusdgjZ9xRdsR0BA	84.64912280701755
PTVGoJV-CG-IUyvSTHvkog	189.9122807017544
pWmS5Oj3TAhX3Rx-ecvDig	190.78947368421046
6oJbI9foIjh7XwlvQ1y_Mw	147.66081871345028
ctLrn5mR2xolmyC4EADtFA	192.54385964912282
vOrBK_CyF849cL8WJFX4Eg	89.47368421052632
NJfwqjDr8mIYnMsp9L7elw	90.7894736842105
PAhdPwAR6iJnBKcF9iP-fA	137.28070175438594
_tfvoNaj3T4MPrTplR1auw	81.14035087719299
O-KFgzU6Z-diGhe-cNQecg	189.4736842105263
il-EpwXYZ9QHKeCfehg1CQ	190.3508771929825
clLXGPY3c_--AVhnEXl0Ew	163.5964912280702
Awk2qQq14adeZ3FLA-3v3A	188.5964912280702
lD7FJBAGwfv1QYxOhmhmRg	139.03508771929822
NImjvI1fXkR2a6Bz-QQWVQ	114.03508771929823
p3PwRGmkaM2uJdYfDnUWnA	189.03508771929825
bVMOrLZdGfOm4xxL-oZNWQ	164.91228070175438
kOL3TN1ec8D-K3jApRvR8w	139.03508771929822
8kK32xM_nZnV59bPLfBTVQ	139.4736842105263
zRGtyW374pq0fNGcc-yTNQ	141.2280701754386
gC4lJFg2bk5ghypSZ5Cfqg	188.15789473684208
57ztsmWZkOpsrXjukOO68g	164.91228070175438
y8nsGTwQcjwOOwyX3yVY7Q	164.91228070175438
Vnp_XiW0NczUoAkXDOtGNQ	188.5964912280702
RCpuxT8sMB4-NjnQeimXog	137.28070175438594
mseMPU1i94WEeRvXt7DFnA	139.91228070175438
7Q1eA2UBURs5AwJz8zJakQ	112.71929824561406
Fda8JkSLGPYG-4s_cYF3ug	138.5964912280702
s4PC_ANaXu6celFmd130fw	164.91228070175438
m9evcpAqoMq0xwpuqsoIGQ	190.78947368421046
lAMh24SC6G9ayTfOwSn5yg	165.35087719298247
67DNUfIkkRUD9MYAQ_piiQ	189.4736842105263
vXl7YnY97se9O2lq5dC4PQ	190.78947368421046
47o3g8bBfB502lG9yO3A1g	165.78947368421052
Svj0Mi7FS9pN2CGBSH-Bug	189.03508771929825
A_8_C3yePsChvOBezQZY5w	191.22807017543857
egeDp4KcOE75oF1FQGnL2A	165.78947368421052
du3sQfaK1jkvu981CXsTlA	189.9122807017544
JVQYn_YQD9RAXEpw07NIdg	166.66666666666669
5iC8ACfjj_4wwCQ8vkj3og	187.28070175438597
_aeHTcL0Cu-KT-jM_hD3UA	88.59649122807018
FykmLnIuh6oPaSPJ3RLB_A	191.22807017543857
DkUvufnZmyzVNEYrVOCY3w	191.22807017543857
rLltEIEpaPiUKL1SucFBog	164.91228070175438
CsKnBEIWMMBDF0s75TA3Ug	89.91228070175438
ib-M7U7ddqD1Ues7xcqOxQ	185.96491228070172
c0vRGg0oJq26lYTuZHFOmg	82.45614035087719
rVHNPkukxAFGv2GuWNcbgA	141.2280701754386
ftUrNSpxUr8eWCyOlsZVgg	163.5964912280702
nY8b1O-5kEi76SYmw_iY-A	189.9122807017544
T6Xt90SKp30K8EMn_otP1Q	112.71929824561406
KPB-Kicf6SSjGiOKj1G1tQ	189.9122807017544
oNXsINgMi7fX5Tu_1gLrow	191.22807017543857
UEgAFHzwlGbkSkOWPr0T3g	189.03508771929825
pU-soSodNFPcoEwXeb7thg	163.5964912280702
MtRO2xJpXBu3yd_mKgJIwQ	189.03508771929825
P9nNZ5iIItzmfueAwaFSkw	189.9122807017544
-4KejX6_W8Iirju0pGGQvg	89.91228070175438
1B3J5ClZxR0gcGj536Y_Vg	190.3508771929825
VwHuiE1JzN5ahdcE1ZKUvA	190.35087719298244
otUyb3tv6SnXLHJVK2tHnw	82.45614035087719
L0AoWLv7jUmM_rfDlq_Msg	189.4736842105263
iAMiC8uqEebNp1_Jh1IN8A	189.9122807017544
j2Y1oH3Wxz8phvkxU2gYYA	189.9122807017544
BlXpI5FI3Oyl2b4-15NRTQ	139.4736842105263
Sw_m42F_YkQn2lVtvjK4EA	189.9122807017544
KKdBQXnUlVUZ0ZNTfMQoEA	138.1578947368421
X10x0BzCZZObJL7lfQtnxg	109.64912280701756
ZNubYJ8_OabY4EkTjwdS2g	167.10526315789474
lrNCE8VXpc42BEhrYbp06w	112.71929824561406
OKUs_ZvoDYkgg-bFRfmHCg	167.76315789473685
pYDnbxgxEv8rUeXqmBptiw	165.78947368421052
HvPcTVnYhOrNIxlCIc0y7w	190.3508771929825
p7VESlDGmZpTP1Yck52Seg	164.91228070175438
HRyFtrmf19GTKEM_kOa2pg	156.43274853801168
0sDgdeKJPGr_2WioaXjBsQ	115.7894736842105
QIJ3xg6ueER2R0zwQs7hQA	113.15789473684212
iGs_GrMuxLHnMeGH5b3RaQ	89.47368421052632
J3rmGtqYgPZzh9l5q3O3WA	164.4736842105263
qWe9JrB7tQdimsFKzffJQA	88.59649122807018
NJxfyWtbOi9WDxAvfgqLIg	131.57894736842104
vu-TYeqiWnC1duFo4XcWRA	164.91228070175438
4dMvOFhxoXkhWkis0OtE4g	162.28070175438597
2WUD96x96153Nth9vl_S5g	163.5964912280702
Mof6BV_iz_JP1RZvyg1sUw	165.78947368421052
h8qF7BfrkWtYetC4-Gn53w	88.15789473684212
F4_zHEXU1p5E12A2o-5_ZQ	161.4035087719298
DOPGIfDc_WG0lZzPIBW7Xw	165.35087719298247
dxlSnuAvBzqXpofjPqxJVg	112.28070175438594
u0bAtrQrgEoHjFybAl9FeQ	127.41228070175436
vKOIOr9KGCNtbMm2pwKyrQ	138.1578947368421
f61AszXrMYE2k5BEpNUBQA	139.03508771929822
Pv5A4bZSAlu973hvk8zzWg	191.22807017543857
gWxuXLY25gGGZl85Q2rgRw	87.28070175438594
Npax3amcLfNhEPgPQgiWNA	138.1578947368421
qss1G9PhuUlFzdOlUVXl0Q	137.1345029239766
S_JuSWSspyaInEhj50p6OA	190.3508771929825
h0ZAoF5H6WFksE-izdZTqg	88.59649122807018
rnx68MhEk7GO3WtkSG_A5w	165.78947368421052
svj7zNdGjo2bLW3N-YAxvw	89.91228070175438
Y4ttlqZEgvaUKY2Rw8LVUw	165.35087719298247
RaCYkzNu2zYlXhzJs-v05Q	189.03508771929825
rfukQl4QVQTAw3mDYlcatw	189.03508771929825
f-uEv2wnv0M8F_-OBR9_pw	189.9122807017544
FNOpJmni_dZ5ddis82vwFA	139.91228070175438
fbTCX-c_JxR4ojKMLT1ZhA	140.3508771929825
fl9tt1sTl_xCzfg4-D5gIA	139.03508771929822
GU7qqX9bmtsyQyzthgqWBg	166.2280701754386
X0ficgAwDVoWcpkRJ4tpXQ	165.78947368421052
sB4C4cd8k1eNmOyW9FwbQg	139.4736842105263
bl-8nJUMxPBGAyifiBj29A	140.3508771929825
5k0VjoCXFNz1qfeylktyTg	113.15789473684212
h1Fzayjj8jWUDp-UXEWKWA	184.21052631578945
mIfjJUilICFiVRp7Oxjs_A	88.59649122807018
ugSIAOFv9JmtTXqaE9YYzg	115.7894736842105
ZFtWQX4i2f7f5Rx0vQ6Svg	139.4736842105263
XwCnyg_oP5JJDc2Ep1eGJw	167.10526315789474
0IfU-lE1AmaCXLrf_Ihk-A	165.35087719298247
l-Td-ZCJnnK561CMhZbStA	189.03508771929825
6j5BbwgX8XoL8QjZcmqa3A	189.03508771929825
1TfSbv00e7jL8Pu0HYsy_w	190.78947368421046
zsOnXuGO3r29fVUFWqHhLQ	90.35087719298244
cG2BZ4WCORKDg3JepexI4A	189.4736842105263
5POgpnBZUZhXjADHZl30Gg	163.1578947368421
6eUqRE-Yg8F48MPpFm-Zug	189.9122807017544
SLwy4qnn1JAoZ6oFsX1W7w	190.78947368421046
7YpO2IN3e3LCgEY2NYNRvw	165.78947368421052
d0QUZjci7VQERBo02LomtA	163.1578947368421
LI8Wc3pJsTN0bfwbFajKvQ	189.9122807017544
wMjpM3Q1lSukf4vGReDi-Q	191.66666666666669
hq_nc8ivviFlKaibPrpa9g	89.03508771929825
wBK8xDm_qJHDQNzFNGlMHw	188.5964912280702
nqi6VWvlnTCkWWtPDdUjYg	165.78947368421052
XVjnNkFbe7WEZVaGp6tPuA	114.03508771929823
z8dWMeoanQrtdn4GXbwnQA	141.66666666666669
mdC03c8sk6PDSvCaVIoIbw	164.91228070175438
NplEVcB7S4qElE7eMresfQ	164.91228070175438
eGj-XvSmZYEIPIqgVUv40w	191.22807017543857
WYg63FCl0ipZyFTlmlnxjw	111.84210526315788
uViS7OHe-PkkBeW-ls59nw	189.4736842105263
Ljt_zZfJfosuBSwAdSbnYQ	191.66666666666669
2wc4Krfm3D_yGjz37XUtow	163.5964912280702
ZeBRbLTHmzweRGHz4fFV8A	165.35087719298247
xdp6xKIXOaoKTcjQ5HmcLQ	189.4736842105263
tAQDTqmo_zaICaKQEHsPkw	165.35087719298247
72DT3utqhoX8wEQcZfyiGw	191.66666666666669
jEeBgdYLBPtcIyXYGQsyfw	89.03508771929825
nIdsX6WeyLU-QxFIIcIZ-A	191.22807017543857
2ilL2Dbkxx7adjgBJLPROw	167.54385964912282
XXzLfALnq787XRXP513acA	141.66666666666669
Jom490y5l6jXAx47Vuua7g	190.78947368421046
a3wqSr4SWjOhxH5qgYT3Zg	191.22807017543857
3tco9dK9yCqsNk6olGqkqw	189.9122807017544
Oisnn5J3m4Mq2otVd1LGZw	151.75438596491227
Pchfs6J16mQNeD28Fo_yww	188.5964912280702
X7kq7Zr9MH79avlSJbUfEg	80.70175438596492
VF9SQuiF3Fd20Kqqe4wzqA	87.28070175438594
49j4mN81moEbq3oyi_oB4g	160.5263157894737
I2WqogoeDxsTtWfKcNq1xw	89.91228070175438
4J-diDyvILjbmwU0b8s12A	165.35087719298247
MOMJQIYzbh1iAjzNTJzIJA	87.71929824561406
1U2a2fHy0lAnvbcZYD8xVA	189.9122807017544
rLS2xOV3VAAuQhfHVMCWyw	188.5964912280702
xgYjHrgfof3t4ZFGPISQyA	152.4122807017544
x2Iks1tRIbHM5lZFYxYMvQ	140.78947368421052
kq4voQgJeHg2zXKm4nMG0g	188.5964912280702
tIRh_AmxJhUgzoHUBMPnlA	164.91228070175438
fTeSxQ9RMJwGJLOkNGKL6A	192.10526315789474
hmirZIq5vRRwXNHra2uAHA	190.78947368421046
A2qFLEzzNgrXLmFmzFPU-Q	165.35087719298247
ldtxYghu6OLAMxRkkKh3uA	141.2280701754386
TvlF66MQoYhUjhkDcc6N4A	165.78947368421052
_Yj8DWunNTnfgCguV6BcQA	89.47368421052632
SX0emxot1f5-IP2iTUEYvg	165.35087719298247
IgzKXaqty4nQEyixOkxo8Q	191.22807017543857
FnRfmmb-gYw9u6mQUhE3Zg	84.21052631578948
eoWvhljhWPuoZorsiOcvug	111.40350877192982
UJbspirAHj_MuEa4Dwp64A	89.03508771929825
zoQ7PP4MlKL_XLZKuIp2Zg	114.47368421052632
f2yFBma38reHF6HoV-sfWQ	164.91228070175438
3y6_SxCS-jEUt4Vcp7NXPw	189.4736842105263
jjpy0ICI5tD8Af5dbd4yLA	116.22807017543859
zaKUpdPk8C1OeqmLv8tprg	189.4736842105263
R6mx3EAMXkRqbGqe0BLJAQ	190.3508771929825
BZPycUvKS65gIgftMF9pCQ	90.35087719298244
K9gc-amI--Qe4cEttaFh6w	190.78947368421046
wJHWpXEoo4B_A6iaQ1-Z8Q	85.96491228070175
MuVv7uA0n_JN-7BPr9LyhQ	165.35087719298247
6r8sqMEhhgwW87b04o72QQ	189.9122807017544
Z4tUPEag4zP08I8G9L_5gg	89.03508771929825
oY06H39NhCMAOY7QDrdBiw	164.03508771929825
0bi534Ifm2-m2rHlWM_K4Q	189.9122807017544
qgbbuhfSkH5_Tna5t9tE-A	105.70175438596493
d4vqfqDzNFvYppXMPjJrow	114.03508771929823
qvhqDRbujiYEOC_mQvOgOw	87.28070175438594
aXf5xoGRB9c1MEsG8keZyw	142.10526315789474
zuOFjbC9LRwJUK3q-klaig	190.3508771929825
HK-KLQojY95lFTzTJGtRnw	164.03508771929825
F684QuqLBSPV7V6cLjSr0g	173.24561403508773
rTVv0EDItiAXBfV2hn97Ng	137.71929824561406
-qDVFlTsORjFh9T-rZumXg	89.47368421052632
TZHQKOjcG5CpCw1CfXP18w	161.4035087719298
4cKpGmxNt-eIUTmu80oKdQ	189.4736842105263
63M1817IlnxM2i7RxQIGaQ	142.10526315789474
2d7ITq8EIQTieFlzOUSrIg	189.9122807017544
C6eo2wuEK03tgooqdbgJeQ	165.5701754385965
5wpIPy6Ce4hyyymEJjjT1Q	139.91228070175438
a53Yy0aEuyi-hik91tE0rA	189.9122807017544
EsD05hOaUMkZtqUZr89VFQ	190.3508771929825
99vP1vzDQcbty8RrLm5CNw	190.3508771929825
xh2KTNKBw-n5Dp1bQZUo5A	114.03508771929823
KW-fOrjuJBJbyPfhlEtXBw	165.35087719298247
dL4_drDAJAPCsiw1y-xPNg	136.8421052631579
Im3T6H9foPoSnT6jwX59Cw	189.4736842105263
EsfgxhzUHp6g-cI4ux3A0A	191.22807017543857
viZFgAao8ZQ4FTwkavtJSA	88.15789473684212
kO5-yoXvSPbWW5zoln7yIw	111.84210526315788
7UZAkuyJ9agYnTAnbEge0A	189.4736842105263
ABZcx5H8A7e10ekq5ZbwcA	89.03508771929825
iISkMlmu06w8B72RjTEnOg	191.66666666666669
F8ctt9HK2uCt8UBbUSHFRg	166.2280701754386
PCKoECr7dHmZJalBeNxslw	189.4736842105263
SbJ7iiOb6Sj3gaREn-JUZA	150.8771929824561
9hcLpiIrwVlAS5vkBLOFpA	188.15789473684208
if3b1CBDBDJYnGo_hXtHDg	139.4736842105263
cFGsO_oIcsYvMYICb8JHwQ	87.28070175438594
NGFQtEXqIwiLMgXZH_vehg	139.03508771929822
SRauYDU83PI7aZp7nxdL0A	190.3508771929825
uIRg1YPZZSPOfuXJTEQshQ	190.3508771929825
niEUzFoGBFHIwzJjuKjZHg	190.78947368421046
_UoyM-glVGzPPSi4c4wUyw	191.66666666666669
IxiVty8zfZC093jiaFaG3A	140.78947368421052
glR8KEn3NB869LMZ4KsctQ	89.03508771929825
p5r-BK7i8Cqb9A1YwNTmZA	190.13157894736844
Pg_pR82oCcVwsSISB_xvog	115.7894736842105
Zw8R6Fu9CFkWj5BFSxsA4Q	190.3508771929825
VX1JA_yx-PvlVH5QL9eUjQ	190.78947368421046
fRBHPB5X6c7UlzJ7HRfhIQ	192.54385964912282
Qorn_17x5rtOj1CaqXS4FA	138.1578947368421
p9zfZnJ9iIsbIA19hvHpxw	164.4736842105263
eqWEgMH-DCP74i82BEAZzw	110.52631578947368
P44GL-iW-YHIK17Rea67rw	189.4736842105263
pm9GYqXjGmng2uUlQQswfw	164.91228070175438
u_NffJ8SHpIF6sZJyg9HSA	140.78947368421052
KbPx1bRRxVsK7bGrxjObnQ	112.71929824561406
DKolrsBSwMTpTJL22dqJRQ	109.2105263157895
OgLyhQefoJ35LZRhp8ugWg	165.78947368421052
yNRQsEYSULonhqsEcGodNg	164.4736842105263
o5B6Q0A16I-zkHzcsJ9n1w	114.91228070175438
RwS7M7VegDbEwqzZrgptKA	164.03508771929825
T7xsZM4Z26-w-1B1wIoN9g	164.4736842105263
sq862WW31SQyA2TH5rZpog	164.03508771929825
QHdOWwo9K79X7Sq4a8T09w	165.78947368421052
EfaHoy4gteThMzJNNYg9BQ	81.57894736842105
aO-9ZgTjV8e3k79_-jT9gA	189.9122807017544
c8kNzhsoB2_YEn4gMWNyFw	188.81578947368422
3ZspXDft6Dq2AhJNYmAIIQ	110.96491228070177
yNRUXMW2tLy4Mn3uHBWGRA	190.78947368421046
cidbvQlSJE1QHqMYOWX65Q	189.9122807017544
OlLFIr0nX73M86io_a4anw	160.96491228070175
OWmNsODDzRpnmPWj3m5lug	189.03508771929825
_D_IwjQggKgI0VL0O_CmdA	176.7543859649123
Jg1Vy6ZOZvnY6bdpSmXB-w	87.28070175438594
N2XVQBsbgjmMruMKnQ3TqQ	163.1578947368421
8e2KqFt1W67MA3ah09IYbw	190.05847953216372
iweJeFTEbTC8CiBLhkZfOg	139.03508771929822
ULCYKMshnsSA2f70wexjew	163.1578947368421
iN-1fI2NCXUV1NrcGg5m9A	98.90350877192984
KwWiwxWsT8BFufLuq6rYjg	165.35087719298247
zHy-p0vjwVdmjRS6_TtvzQ	192.54385964912282
_bUf-9uN9ajvLs03VBxn6Q	182.12719298245614
evknoF97Vi3d09lKDnNK7g	188.15789473684208
wkHQoxEthiAyQE_B9tkAmw	159.64912280701753
2D_f_K3DVHqucxxnBRmaeA	141.2280701754386
2Np7qRLMWQVn_M23iyZ4og	191.22807017543857
PRv_slC1NHxg9j4S7Q5dLw	113.59649122807018
S_FzMzMS26qTTePxfL5eUw	138.37719298245614
EpD7gvvA7z0XhksxIqe9vg	89.47368421052632
6BYtKFIHz1tMxS94QmJTwA	114.47368421052632
FpD9SkHT4LZONgQj2YvZaw	87.28070175438594
SDsbRGscKg9pSPWFPvANkw	164.91228070175438
0Jc6hvFfDJQSx3-t4d3eNQ	164.03508771929825
8e22EALxQN10AfK4qryIyg	189.4736842105263
E-r4draHjPpPEB_U8tI5fA	189.03508771929825
RyhUqGv0sIhWS1yb0zJOqQ	164.91228070175438
9qH7cZIGZAgFwV6aRAF99w	176.0964912280702
OOWMXYpHs2_S8p2Z7csv6A	191.66666666666669
neEH9W1Gve1sEfRxbzooKA	192.10526315789474
grWi7FR4TxScjQos72pWCQ	191.66666666666669
4h6lorgiR2swM6VXNS1Rug	165.5701754385965
f_-0PP72bmHQBIMj3K7Dgg	113.59649122807018
dXbsAqxR5AI4GBqcMCsgWw	139.91228070175438
Fhn3Ct4ynianldT5pX84Yg	164.03508771929825
GxkjmtaFcKXQGbhENqf4uQ	189.9122807017544
NrK7HyQadxtD0QS8NpdS6g	89.03508771929825
4K_DCpfxqZQ7mflxE5CKzg	189.9122807017544
SoHtFS2b1Fu9s649xv1zoA	190.78947368421046
sx8TO899-IC1BoTkAvFxhw	189.9122807017544
1X2vZopnbw_WAa_9iJpqOQ	165.35087719298247
8UmFPgetoOLywxTm-nHK4A	83.33333333333333
emM1QxeWuqW40JQRmyFUmg	85.96491228070175
HL72wvxoKuEkW160HX3ExQ	189.4736842105263
X_2WR0EHCNhw-yZZLsTrJg	189.4736842105263
d_OVkAfAlRBQL-y1zpzWjA	191.22807017543857
G6bkueZBowPPG5kygyRkLA	189.4736842105263
P6RnXais93cQG4keOSmztA	164.91228070175438
hU-whxbXP8oD1NPvOmCoKQ	191.22807017543857
q08VBMv4Lw7W0FB9QWYvNQ	150.87719298245614
iu9Ra_r8hJQUqHTWaGkJ2w	164.03508771929825
JM8Uao_GOpr7alfBZm5OBQ	165.78947368421052
FI4rcR2JhPKlvUTf4d4T1Q	190.78947368421046
O7K8GoVOnbFOkeUmeRLILw	188.5964912280702
asoUInYtHoO0ANRKlta9DA	88.59649122807018
gsx-YREAn1bDiGyNBbIG4Q	88.59649122807018
4IsvbQMyf2yC4l-nTR8ang	88.59649122807018
jkrzTC5P5QGJRoKECzcleQ	138.5964912280702
f8Bd1gr7glnnonDzWiyw1A	166.2280701754386
T14rm1mwCfDIL-hJzHEsBg	161.8421052631579
gDHVHmTCCKYYNsvJheVu_w	163.1578947368421
AaN0yOlFJmDtZGVYM9-CuQ	189.03508771929825
JYY4naAXRl2NVE9l4o7Mpw	190.3508771929825
sIjI2LPw1CcN9RgUXtNQeg	141.66666666666669
GzNA3JsJV0-_AgUnaMRvWA	190.78947368421046
jZevw-P7As2FJtlbF95jfA	139.4736842105263
bpJLcSlkjCPtsFWwA_QIkQ	164.91228070175438
CYETSpkDwjCrcg_hHwtEYA	113.59649122807018
t5fnYTZdgmWrLhCTZwQfNg	89.47368421052632
WCIMUM1WOvnygipjjudSwQ	190.3508771929825
BlaQs6mmrZxvKhMjSFsj7w	189.9122807017544
